name,time,flow_in,flow_out,pressure_in,pressure_out
aorta,6.2323942394239396e-01,-2.8862801277988854e+00,2.4313465445185476e+00,1.8246805267761063e+05,1.8246514591656046e+05
aorta,6.2334813481348128e-01,-2.8874748327789290e+00,2.4314962440620058e+00,1.8246223200662507e+05,1.8246002388997123e+05
aorta,6.2345684568456861e-01,-2.8886689887212547e+00,2.4316326659108132e+00,1.8245640987343955e+05,1.8245489962432956e+05
aorta,6.2356555655565593e-01,-2.8898634191824395e+00,2.4317558251204128e+00,1.8245058629091608e+05,1.8244977310794953e+05
aorta,6.2367426742674326e-01,-2.8910577123841947e+00,2.4318657372457970e+00,1.8244476127438352e+05,1.8244464432917503e+05
aorta,6.2378297829782881e-01,-2.8922520742156652e+00,2.4319624183406012e+00,1.8243893483791151e+05,1.8243951327638095e+05
aorta,6.2389168916891613e-01,-2.8934464017322488e+00,2.4320458849561675e+00,1.8243310699617286e+05,1.8243437993797430e+05
aorta,6.2400040004000346e-01,-2.8946407464063046e+00,2.4321161541405720e+00,1.8242727776351149e+05,1.8242924430239541e+05
aorta,6.2410911091109078e-01,-2.8958350825016246e+00,2.4321732434376280e+00,1.8242144715440768e+05,1.8242410635811908e+05
aorta,6.2421782178217811e-01,-2.8970294228863125e+00,2.4322171708858433e+00,1.8241561518324458e+05,1.8241896609365582e+05
aorta,6.2432653265326543e-01,-2.8982237611263164e+00,2.4322479550173575e+00,1.8240978186442418e+05,1.8241382349755289e+05
aorta,6.2443524352435276e-01,-2.8994181004386617e+00,2.4322656148568402e+00,1.8240394721230853e+05,1.8240867855839554e+05
aorta,6.2454395439544008e-01,-2.9006124392148367e+00,2.4322701699203599e+00,1.8239811124124826e+05,1.8240353126480812e+05
aorta,6.2465266526652563e-01,-2.9018067782590973e+00,2.4322616402142159e+00,1.8239227396556753e+05,1.8239838160545524e+05
aorta,6.2476137613761296e-01,-2.9030011171692855e+00,2.4322400462337428e+00,1.8238643539957079e+05,1.8239322956904297e+05
aorta,6.2487008700870028e-01,-2.9041954561465397e+00,2.4322054089620830e+00,1.8238059555753862e+05,1.8238807514431997e+05
aorta,6.2497879787978761e-01,-2.9053897950902599e+00,2.4321577498689244e+00,1.8237475445372894e+05,1.8238291832007852e+05
aorta,6.2508750875087493e-01,-2.9065841340507479e+00,2.4320970909092066e+00,1.8236891210237562e+05,1.8237775908515576e+05
aorta,6.2519621962196226e-01,-2.9077784730028515e+00,2.4320234545217985e+00,1.8236306851768843e+05,1.8237259742843485e+05
aorta,6.2530493049304958e-01,-2.9089728119591474e+00,2.4319368636281400e+00,1.8235722371385220e+05,1.8236743333884599e+05
aorta,6.2541364136413691e-01,-2.9101671509133471e+00,2.4318373416308554e+00,1.8235137770502648e+05,1.8236226680536760e+05
aorta,6.2552235223522246e-01,-2.9113614898685958e+00,2.4317249124123346e+00,1.8234553050534494e+05,1.8235709781702739e+05
aorta,6.2563106310630978e-01,-2.9125558288232889e+00,2.4315996003332825e+00,1.8233968212891489e+05,1.8235192636290356e+05
aorta,6.2573977397739711e-01,-2.9137501677782907e+00,2.4314614302312370e+00,1.8233383258981671e+05,1.8234675243212577e+05
aorta,6.2584848484848443e-01,-2.9149445067331379e+00,2.4313104274190596e+00,1.8232798190210332e+05,1.8234157601387633e+05
aorta,6.2595719571957176e-01,-2.9161388456880615e+00,2.4311466176833902e+00,1.8232213007979974e+05,1.8233639709739125e+05
aorta,6.2606590659065908e-01,-2.9173331846429482e+00,2.4309700272830748e+00,1.8231627713690247e+05,1.8233121567196128e+05
aorta,6.2617461746174641e-01,-2.9185275235978523e+00,2.4307806829475616e+00,1.8231042308737905e+05,1.8232603172693308e+05
aorta,6.2628332833283373e-01,-2.9197218625527479e+00,2.4305786118752675e+00,1.8230456794516754e+05,1.8232084525171018e+05
aorta,6.2639203920391928e-01,-2.9209162015076475e+00,2.4303638417319142e+00,1.8229871172417593e+05,1.8231565623575414e+05
aorta,6.2650075007500661e-01,-2.9221105404625169e+00,2.4301364006488342e+00,1.8229285443828176e+05,1.8231046466858545e+05
aorta,6.2660946094609393e-01,-2.9233048794174303e+00,2.4298963172212478e+00,1.8228699610133149e+05,1.8230527053978477e+05
aorta,6.2671817181718126e-01,-2.9250630857121820e+00,2.4296436171579154e+00,1.8228113526290754e+05,1.8230007383898689e+05
aorta,6.2682688268826858e-01,-2.9270250248855123e+00,2.4293783200625274e+00,1.8227527227956938e+05,1.8229487455586635e+05
aorta,6.2693559355935591e-01,-2.9288850976195531e+00,2.4291004419226478e+00,1.8226940771504291e+05,1.8228967268012621e+05
aorta,6.2704430443044323e-01,-2.9307961035732388e+00,2.4288099984958680e+00,1.8226354128847233e+05,1.8228446820149495e+05
aorta,6.2715301530153056e-01,-2.9326816429171019e+00,2.4285070060758582e+00,1.8225767316484885e+05,1.8227926110972717e+05
aorta,6.2726172617261611e-01,-2.9345799155658763e+00,2.4281914814098138e+00,1.8225180328146496e+05,1.8227405139460476e+05
aorta,6.2737043704370343e-01,-2.9364718215621490e+00,2.4278634416995852e+00,1.8224593169040058e+05,1.8226883904593776e+05
aorta,6.2747914791479076e-01,-2.9383669108847181e+00,2.4275229046032347e+00,1.8224005838611239e+05,1.8226362405356552e+05
aorta,6.2758785878587808e-01,-2.9402604085441397e+00,2.4271698882330326e+00,1.8223418339188382e+05,1.8225840640735769e+05
aorta,6.2769656965696541e-01,-2.9421547020351349e+00,2.4268044111548184e+00,1.8222830671654423e+05,1.8225318609721528e+05
aorta,6.2780528052805273e-01,-2.9440485976103434e+00,2.4264264923869168e+00,1.8222242837612264e+05,1.8224796311307169e+05
aorta,6.2791399139914006e-01,-2.9459426921434448e+00,2.4260361513991362e+00,1.8221654838301570e+05,1.8224273744489378e+05
aorta,6.2802270227022738e-01,-2.9478366871976012e+00,2.4256334081117079e+00,1.8221066675140473e+05,1.8223750908268281e+05
aorta,6.2813141314131471e-01,-2.9497307319912283e+00,2.4252182828942046e+00,1.8220478349454561e+05,1.8223227801647561e+05
aorta,6.2824012401240026e-01,-2.9516247519151211e+00,2.4247907965644262e+00,1.8219889862612353e+05,1.8222704423634557e+05
aorta,6.2834883488348758e-01,-2.9535187842738342e+00,2.4243509703872594e+00,1.8219301215957472e+05,1.8222180773240363e+05
aorta,6.2845754575457491e-01,-2.9554128104151838e+00,2.4238988260735055e+00,1.8218712410842485e+05,1.8221656849479934e+05
aorta,6.2856625662566223e-01,-2.9573068396652151e+00,2.4234343857786809e+00,1.8218123448611912e+05,1.8221132651372190e+05
aorta,6.2867496749674956e-01,-2.9592008673609049e+00,2.4229576721017905e+00,1.8217534330610649e+05,1.8220608177940120e+05
aorta,6.2878367836783688e-01,-2.9610948958337659e+00,2.4224687080840668e+00,1.8216945058179685e+05,1.8220083428210884e+05
aorta,6.2889238923892421e-01,-2.9629889239180418e+00,2.4219675172076847e+00,1.8216355632658169e+05,1.8219558401215915e+05
aorta,6.2900110011001154e-01,-2.9648829521966094e+00,2.4214541233944478e+00,1.8215766055382302e+05,1.8219033095991009e+05
aorta,6.2910981098109708e-01,-2.9667769803780324e+00,2.4209285510044429e+00,1.8215176327685823e+05,1.8218507511576451e+05
aorta,6.2921852185218441e-01,-2.9686710086079806e+00,2.4203908248346688e+00,1.8214586450899695e+05,1.8217981647017095e+05
aorta,6.2932723272327173e-01,-2.9705650368137118e+00,2.4198409701176371e+00,1.8213996426352186e+05,1.8217455501362472e+05
aorta,6.2943594359435906e-01,-2.9724590650315528e+00,2.4192790125199415e+00,1.8213406255368757e+05,1.8216929073666886e+05
aorta,6.2954465446544638e-01,-2.9743530932433377e+00,2.4187049781408030e+00,1.8212815939272052e+05,1.8216402362989518e+05
aorta,6.2965336533653371e-01,-2.9762471214581518e+00,2.4181188935105857e+00,1.8212225479381825e+05,1.8215875368394525e+05
aorta,6.2976207620762104e-01,-2.9781411496714503e+00,2.4175207855892831e+00,1.8211634877014914e+05,1.8215348088951135e+05
aorta,6.2987078707870836e-01,-2.9800351778855076e+00,2.4169106817649793e+00,1.8211044133485178e+05,1.8214820523733745e+05
aorta,6.2997949794979391e-01,-2.9819292060991844e+00,2.4162886098522809e+00,1.8210453250103458e+05,1.8214292671822014e+05
aorta,6.3008820882088123e-01,-2.9838232343130060e+00,2.4156545980907231e+00,1.8209862228177529e+05,1.8213764532300975e+05
aorta,6.3019691969196856e-01,-2.9857172625268009e+00,2.4150086751431465e+00,1.8209271069012050e+05,1.8213236104261110e+05
aorta,6.3030563056305589e-01,-2.9876112907406096e+00,2.4143508700940495e+00,1.8208679773908528e+05,1.8212707386798455e+05
aorta,6.3041434143414321e-01,-2.9895053189544112e+00,2.4136812124479121e+00,1.8208088344165261e+05,1.8212178379014702e+05
aorta,6.3052305230523054e-01,-2.9913993471682168e+00,2.4129997321274939e+00,1.8207496781077294e+05,1.8211649080017273e+05
aorta,6.3063176317631786e-01,-2.9932933753820201e+00,2.4123064594721031e+00,1.8206905085936381e+05,1.8211119488919436e+05
aorta,6.3074047404740519e-01,-2.9951874035958248e+00,2.4116014252358426e+00,1.8206313260030933e+05,1.8210589604840378e+05
aorta,6.3084918491849074e-01,-2.9970814318096277e+00,2.4108846605858285e+00,1.8205721304645968e+05,1.8210059426905311e+05
aorta,6.3095789578957806e-01,-2.9992885849761399e+00,2.4101561952407384e+00,1.8205129139466130e+05,1.8209528954245162e+05
aorta,6.3106660666066539e-01,-3.0019880608441123e+00,2.4094160534308036e+00,1.8204536686158122e+05,1.8208998185995364e+05
aorta,6.3117531753175271e-01,-3.0044413753613552e+00,2.4086642550561193e+00,1.8203944085092575e+05,1.8208467121294595e+05
aorta,6.3128402840284004e-01,-3.0070177705539622e+00,2.4079008194326121e+00,1.8203351264898700e+05,1.8207935759284394e+05
aorta,6.3139273927392736e-01,-3.0095326254088870e+00,2.4071257663871024e+00,1.8202758263797476e+05,1.8207404099109181e+05
aorta,6.3150145014501469e-01,-3.0120782504326526e+00,2.4063391161497756e+00,1.8202165064455551e+05,1.8206872139916351e+05
aorta,6.3161016101610201e-01,-3.0146084903719990e+00,2.4055408893519661e+00,1.8201571677469605e+05,1.8206339880856380e+05
aorta,6.3171887188718756e-01,-3.0171464228535538e+00,2.4047311070298787e+00,1.8200978099434089e+05,1.8205807321082900e+05
aorta,6.3182758275827489e-01,-3.0196805090639431e+00,2.4039097906216882e+00,1.8200384333949158e+05,1.8205274459752796e+05
aorta,6.3193629362936221e-01,-3.0222165184099770e+00,2.4030769619670127e+00,1.8199790381106327e+05,1.8204741296026297e+05
aorta,6.3204500450044954e-01,-3.0247515661881885e+00,2.4022326433056649e+00,1.8199196242748617e+05,1.8204207829067062e+05
aorta,6.3215371537153686e-01,-3.0272870947503114e+00,2.4013768572765604e+00,1.8198601919839313e+05,1.8203674058042280e+05
aorta,6.3226242624262419e-01,-3.0298223829204787e+00,2.4005096269165560e+00,1.8198007413777985e+05,1.8203139982122756e+05
aorta,6.3237113711371151e-01,-3.0323577912866235e+00,2.3996309756592704e+00,1.8197412725742211e+05,1.8202605600483000e+05
aorta,6.3247984798479884e-01,-3.0348931395547791e+00,2.3987409273338800e+00,1.8196817857016728e+05,1.8202070912301316e+05
aorta,6.3258855885588616e-01,-3.0374285178719300e+00,2.3978395061638871e+00,1.8196222808828764e+05,1.8201535916759903e+05
aorta,6.3269726972697171e-01,-3.0399638811645833e+00,2.3969267367658667e+00,1.8195627582430324e+05,1.8201000613044927e+05
aorta,6.3280598059805904e-01,-3.0424992519694229e+00,2.3960026441481816e+00,1.8195032179056969e+05,1.8200465000346632e+05
aorta,6.3291469146914636e-01,-3.0450346190182316e+00,2.3950672537096787e+00,1.8194436599948371e+05,1.8199929077859409e+05
aorta,6.3302340234023369e-01,-3.0475699879450562e+00,2.3941205912383570e+00,1.8193840846337963e+05,1.8199392844781899e+05
aorta,6.3313211321132101e-01,-3.0501053559328715e+00,2.3931626829100079e+00,1.8193244919458058e+05,1.8198856300317086e+05
aorta,6.3324082408240834e-01,-3.0526407243901925e+00,2.3921935552868354e+00,1.8192648820537221e+05,1.8198319443672360e+05
aorta,6.3334953495349566e-01,-3.0551760926127609e+00,2.3912132353160489e+00,1.8192052550801524e+05,1.8197782274059640e+05
aorta,6.3345824582458299e-01,-3.0577114609527056e+00,2.3902217503284304e+00,1.8191456111473855e+05,1.8197244790695433e+05
aorta,6.3356695669566854e-01,-3.0602468292339613e+00,2.3892191280368795e+00,1.8190859503774194e+05,1.8196706992800935e+05
aorta,6.3367566756675586e-01,-3.0627821975444998e+00,2.3882053965349321e+00,1.8190262728919415e+05,1.8196168879602122e+05
aorta,6.3378437843784319e-01,-3.0653175658404588e+00,2.3871805842952543e+00,1.8189665788123332e+05,1.8195630450329819e+05
aorta,6.3389308930893051e-01,-3.0678529341437080e+00,2.3861447201681139e+00,1.8189068682596603e+05,1.8195091704219804e+05
aorta,6.3400180018001784e-01,-3.0703883024433121e+00,2.3850978333798234e+00,1.8188471413546716e+05,1.8194552640512880e+05
aorta,6.3411051105110516e-01,-3.0729236707447387e+00,2.3840399535311656e+00,1.8187873982177943e+05,1.8194013258454969e+05
aorta,6.3421922192219249e-01,-3.0754590390452536e+00,2.3829711105957898e+00,1.8187276389691292e+05,1.8193473557297190e+05
aorta,6.3432793279327981e-01,-3.0779944073462246e+00,2.3818913349185871e+00,1.8186678637284474e+05,1.8192933536295948e+05
aorta,6.3443664366436536e-01,-3.0805297756469678e+00,2.3808006572140386e+00,1.8186080726151864e+05,1.8192393194713007e+05
aorta,6.3454535453545269e-01,-3.0830651439477621e+00,2.3796991085645467e+00,1.8185482657484451e+05,1.8191852531815588e+05
aorta,6.3465406540654001e-01,-3.0856005122485941e+00,2.3785867204187352e+00,1.8184884432469806e+05,1.8191311546876433e+05
aorta,6.3476277627762734e-01,-3.0881358805494061e+00,2.3774635245897313e+00,1.8184286052292041e+05,1.8190770239173897e+05
aorta,6.3487148714871466e-01,-3.0906712488502297e+00,2.3763295532534254e+00,1.8183687518131765e+05,1.8190228607992028e+05
aorta,6.3498019801980199e-01,-3.0932066171510453e+00,2.3751848389467027e+00,1.8183088831166047e+05,1.8189686652620640e+05
aorta,6.3508890889088931e-01,-3.0957419854518662e+00,2.3740294145656575e+00,1.8182489992568380e+05,1.8189144372355397e+05
aorta,6.3519761976197664e-01,-3.0983771390301893e+00,2.3728633127711265e+00,1.8181890977384269e+05,1.8188601766497770e+05
aorta,6.3530633063306219e-01,-3.1017400364033754e+00,2.3716865613093590e+00,1.8181291611863510e+05,1.8188058834353994e+05
aorta,6.3541504150414951e-01,-3.1047390618790538e+00,2.3704991830451880e+00,1.8180692106018783e+05,1.8187515575233760e+05
aorta,6.3552375237523684e-01,-3.1079200233035627e+00,2.3693011999635232e+00,1.8180092352572372e+05,1.8186971988449711e+05
aorta,6.3563246324632416e-01,-3.1110100167536556e+00,2.3680926345268660e+00,1.8179492407718228e+05,1.8186428073317459e+05
